Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,209.03
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"100,666.18"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"15,365.6"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,161.05
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-4,927.17"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-2,037,112.85"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-1,606,185.13"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-137,181.14"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"79,129.89"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"6,083.26"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"175,076.37"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"30,041.57"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,62.7
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"396,643.66"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"60,606.2"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"51,418.49"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"3,221.02"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"130,378,553.37"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-19,452.48"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"186,090.21"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-979,381.18"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"61,989.04"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,144.94
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"844,793.13"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"126,672.81"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"31,442.24"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"6,440.77"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-39,940.62"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"18,311.04"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"12,359.6"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,428.4
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,433.32
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,002.62"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-5,808,125.28"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"66,869"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"57,993.32"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"11,082.09"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"3,338,555.88"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"97,944.45"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"3,587.13"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"576,456.06"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,832.18"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"15,015.71"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,637.93
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"32,149.32"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,752.6"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-3,154.97"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"336,422.47"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"8,357.71"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"291,896.75"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"3,553.91"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,6.88
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"46,741.38"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"7,160.78"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"10,581.18"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-2,298.51"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"141,837.09"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"113,389.84"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"212,324.82"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"283,818.33"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,016,127.02"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,771,645.16"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"86,704.26"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,212.42
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"137,120.97"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"1,195,065.45"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"173,758.71"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"17,164.47"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,993.14
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"645,580.09"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-55,794.82"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"23,477.77"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"23,747.51"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"54,947.05"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"591,048.4"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"466,018.93"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"90,930.52"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"2,423,252.81"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"284,157.89"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,138,980.15"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"9,272,006.56"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"689,536.27"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"1,797.4"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"1,687,835.05"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,909,633.13"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"1,388,406.45"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"964,245.34"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"32,376.42"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"149,898.58"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-445,697.82"
2024,"Utilities, Transportation & Environment",Seattle Public Utilities,Taxes and Fees,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"34,493,034.93"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-238,270"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"965,656"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Capital Purchases,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"10,508"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"27,128"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,835,011"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"3,911,684"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,896,190"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Debt Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"16,177,625"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,333,899"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"5,173,141"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"72,575"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"15,987"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Drainage System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,10
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"12,479"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,382"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"475,937"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"111,898,234"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"390,186"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,"-3,468,916"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"14,331"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"84,762"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"16,503"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"155,998"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"2,329,236"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,695,314"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,"752,638"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"8,856,186"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"7,812,082"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Taxes and Fees,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"27,449,925"
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Wastewater System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Wastewater System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Distribution System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Distribution System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Supply & Transmssn Systm,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2018,"Utilities, Transportation & Environment",Seattle Public Utilities,Water System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"526,053"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Capital Purchases,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"10,718"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"26,336"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,740,506"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"4,822,088"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"567,401"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Debt Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"15,876,875"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"10,374,954"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,111,932"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"45,360"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"32,263"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,10
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"12,756"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"9,133"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,"-1,927,704"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"-433,319"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,1
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"503,739"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"113,773,240"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"620,884"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"246,497"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"91,257"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"32,009"
